,wind speed ,direction
2014-04-04-20-10,4.6799999999999997,110.2
2014-04-04-20-19,4.4100000000000001,110.40000000000001
2014-04-04-20-29,4.8700000000000001,110.5
2014-04-04-20-40,5.0099999999999998,109.90000000000001
2014-04-04-20-50,5.1100000000000003,108.5
2014-04-04-21-00,5.1399999999999997,108.5
2014-04-04-21-10,4.7599999999999998,105.5
2014-04-04-21-20,4.96,109.09999999999999
2014-04-04-21-30,5.1299999999999999,110.8
2014-04-04-21-40,5.5099999999999998,111.8
2014-04-04-21-49,5.5,114.0
2014-04-04-21-59,5.3200000000000003,109.8
2014-04-04-22-10,5.6399999999999997,107.0
2014-04-04-22-20,5.6699999999999999,107.59999999999999
2014-04-04-22-30,6.0899999999999999,108.09999999999999
2014-04-04-22-40,6.2000000000000002,111.0
2014-04-04-22-50,7.2000000000000002,107.7
2014-04-04-23-00,7.0099999999999998,112.8
2014-04-04-23-10,6.6299999999999999,111.59999999999999
2014-04-04-23-19,6.7199999999999998,109.8
2014-04-04-23-29,6.7699999999999996,109.40000000000001
2014-04-04-23-40,6.5800000000000001,112.7
2014-04-04-23-50,6.7699999999999996,112.3
2014-04-05-00-00,7.1500000000000004,111.40000000000001
2014-04-05-00-10,6.7199999999999998,112.7
2014-04-05-00-20,6.3300000000000001,109.8
2014-04-05-00-30,1.6399999999999999,110.7
2014-04-05-06-49,7.1299999999999999,68.599999999999994
2014-04-05-06-59,5.7599999999999998,62.5
2014-04-05-07-10,7.1600000000000001,69.900000000000006
2014-04-05-07-20,7.0300000000000002,71.900000000000006
2014-04-05-07-30,7.3399999999999999,77.799999999999997
2014-04-05-07-40,5.29,43.380000000000003
2014-04-05-07-50,3.8999999999999999,24.239999999999998
2014-04-05-08-00,6.1299999999999999,59.200000000000003
2014-04-05-08-10,4.4699999999999998,46.399999999999999
2014-04-05-08-19,4.8600000000000003,53.100000000000001
2014-04-05-08-29,4.9100000000000001,56.200000000000003
2014-04-05-08-40,5.9400000000000004,68.599999999999994
2014-04-05-08-50,5.6699999999999999,80.299999999999997
2014-04-05-09-00,4.1799999999999997,63.200000000000003
2014-04-05-09-10,5.1399999999999997,74.0
2014-04-05-09-20,3.8599999999999999,66.0
2014-04-05-09-30,3.3199999999999998,62.799999999999997
2014-04-05-09-40,2.7599999999999998,62.600000000000001
2014-04-05-09-49,2.7599999999999998,59.799999999999997
2014-04-05-09-59,2.4199999999999999,45.670000000000002
2014-04-05-10-10,2.25,26.25
2014-04-05-10-20,3.3300000000000001,339.0
2014-04-05-10-30,3.3500000000000001,330.5
2014-04-05-10-40,3.4500000000000002,341.19999999999999
2014-04-05-10-50,1.48,327.39999999999998
2014-04-05-11-19,0.33000000000000002,303.89999999999998
2014-04-05-11-29,3.8100000000000001,311.60000000000002
2014-04-05-11-40,0.81999999999999995,307.39999999999998
2014-04-05-19-10,6.3600000000000003,279.39999999999998
2014-04-05-19-20,7.54,278.69999999999999
2014-04-05-19-30,6.8899999999999997,274.19999999999999
2014-04-05-19-40,7.54,274.60000000000002
2014-04-05-19-50,6.25,274.0
2014-04-05-20-00,7.4299999999999997,272.89999999999998
2014-04-05-20-10,9.3900000000000006,286.39999999999998
2014-04-05-20-19,9.0899999999999999,292.19999999999999
2014-04-05-20-29,7.5599999999999996,274.60000000000002
2014-04-05-20-40,6.5700000000000003,270.89999999999998
2014-04-05-20-50,6.0999999999999996,263.30000000000001
2014-04-05-21-00,5.4900000000000002,261.39999999999998
2014-04-05-21-10,5.0599999999999996,258.5
2014-04-05-21-20,4.79,266.80000000000001
2014-04-05-21-30,5.1799999999999997,272.80000000000001
2014-04-05-21-40,6.9199999999999999,284.30000000000001
2014-04-05-21-49,6.1799999999999997,289.89999999999998
2014-04-05-21-59,6.9000000000000004,286.60000000000002
2014-04-05-22-10,5.6900000000000004,285.5
2014-04-05-22-20,5.8600000000000003,288.60000000000002
2014-04-05-22-30,4.9000000000000004,286.80000000000001
2014-04-05-22-40,6.5999999999999996,288.19999999999999
2014-04-05-22-50,6.9500000000000002,283.10000000000002
2014-04-05-23-00,7.3499999999999996,282.30000000000001
2014-04-05-23-10,9.9499999999999993,288.39999999999998
2014-04-05-23-19,10.32,292.10000000000002
2014-04-05-23-29,9.7599999999999998,289.30000000000001
2014-04-05-23-40,11.26,283.0
2014-04-05-23-50,10.539999999999999,285.60000000000002
2014-04-06-00-00,11.69,281.10000000000002
2014-04-06-00-10,10.869999999999999,285.0
2014-04-06-00-20,9.7300000000000004,283.10000000000002
2014-04-06-00-30,10.880000000000001,281.80000000000001
2014-04-06-00-40,10.390000000000001,279.5
2014-04-06-00-49,10.380000000000001,273.10000000000002
2014-04-06-00-59,10.710000000000001,277.80000000000001
2014-04-06-01-10,11.91,277.69999999999999
2014-04-06-01-20,11.44,281.0
2014-04-06-01-30,10.17,280.10000000000002
2014-04-06-01-40,9.4499999999999993,275.80000000000001
2014-04-06-01-50,9.9800000000000004,274.10000000000002
2014-04-06-02-00,9.4700000000000006,271.39999999999998
2014-04-06-02-10,8.4800000000000004,275.19999999999999
2014-04-06-02-19,8.7200000000000006,281.5
2014-04-06-02-29,8.2200000000000006,285.39999999999998
2014-04-06-02-40,9.4499999999999993,289.39999999999998
2014-04-06-02-50,10.279999999999999,292.60000000000002
2014-04-06-03-00,9.25,293.19999999999999
2014-04-06-03-10,8.0899999999999999,292.5
2014-04-06-03-20,8.2699999999999996,293.80000000000001
2014-04-06-03-30,8.1600000000000001,294.0
2014-04-06-03-40,7.4199999999999999,293.0
2014-04-06-03-49,7.8499999999999996,291.60000000000002
2014-04-06-03-59,7.7699999999999996,298.19999999999999
2014-04-06-04-10,7.7400000000000002,292.69999999999999
2014-04-06-04-20,8.0,294.60000000000002
2014-04-06-04-30,7.2800000000000002,295.69999999999999
2014-04-06-04-40,6.9299999999999997,293.39999999999998
2014-04-06-04-50,7.3700000000000001,295.5
2014-04-06-05-00,8.0700000000000003,297.60000000000002
2014-04-06-05-10,8.1500000000000004,298.30000000000001
2014-04-06-05-19,8.4800000000000004,297.30000000000001
2014-04-06-05-29,6.7599999999999998,295.19999999999999
2014-04-06-05-40,7.2400000000000002,292.0
2014-04-06-05-50,6.7699999999999996,292.60000000000002
2014-04-06-06-00,6.2000000000000002,289.30000000000001
2014-04-06-06-10,6.0999999999999996,283.60000000000002
2014-04-06-06-20,6.8899999999999997,281.0
2014-04-06-06-30,6.54,281.80000000000001
2014-04-06-06-40,7.2300000000000004,281.10000000000002
2014-04-06-06-49,6.54,281.0
2014-04-06-06-59,6.8399999999999999,286.60000000000002
2014-04-06-07-10,6.8200000000000003,285.5
2014-04-06-07-20,6.3799999999999999,279.39999999999998
2014-04-06-07-30,6.3399999999999999,279.30000000000001
2014-04-06-07-40,5.4800000000000004,266.60000000000002
2014-04-06-07-50,5.71,278.69999999999999
2014-04-06-08-00,6.7800000000000002,290.10000000000002
2014-04-06-08-10,6.0300000000000002,287.80000000000001
2014-04-06-08-19,6.1500000000000004,284.10000000000002
2014-04-06-08-29,6.4299999999999997,286.89999999999998
2014-04-06-08-40,6.1699999999999999,283.19999999999999
2014-04-06-08-50,6.4000000000000004,283.19999999999999
2014-04-06-09-00,6.5300000000000002,282.69999999999999
2014-04-06-09-10,5.8600000000000003,281.89999999999998
2014-04-06-09-20,6.1600000000000001,279.89999999999998
2014-04-06-09-30,6.0899999999999999,279.69999999999999
2014-04-06-09-40,5.8300000000000001,281.39999999999998
2014-04-06-09-49,5.8899999999999997,280.19999999999999
2014-04-06-09-59,6.1699999999999999,277.30000000000001
2014-04-06-10-10,5.8799999999999999,278.0
2014-04-06-10-20,5.79,271.80000000000001
2014-04-06-10-30,5.5499999999999998,270.89999999999998
2014-04-06-10-40,5.7800000000000002,275.60000000000002
2014-04-06-10-50,6.4699999999999998,276.69999999999999
2014-04-06-11-00,7.4199999999999999,275.80000000000001
2014-04-06-11-10,7.8700000000000001,277.80000000000001
2014-04-06-11-19,7.3700000000000001,275.30000000000001
2014-04-06-11-29,6.8799999999999999,272.39999999999998
2014-04-06-11-40,6.7599999999999998,272.19999999999999
2014-04-06-11-50,6.0800000000000001,269.80000000000001
2014-04-06-12-00,7.0499999999999998,271.80000000000001
2014-04-06-12-10,6.96,273.89999999999998
2014-04-06-12-20,7.04,277.0
2014-04-06-12-30,5.96,278.30000000000001
2014-04-06-12-40,5.8300000000000001,278.69999999999999
2014-04-06-12-49,6.2599999999999998,287.39999999999998
2014-04-06-12-59,6.4900000000000002,286.5
2014-04-06-13-10,5.3700000000000001,284.5
2014-04-06-13-20,5.54,291.5
2014-04-06-13-30,5.3399999999999999,287.5
2014-04-06-13-40,6.1500000000000004,290.80000000000001
2014-04-06-13-50,5.5099999999999998,285.30000000000001
2014-04-06-14-00,6.0,280.30000000000001
2014-04-06-14-10,5.4699999999999998,279.39999999999998
2014-04-06-14-19,5.6399999999999997,271.60000000000002
2014-04-06-14-29,5.0599999999999996,266.0
2014-04-06-14-40,5.2300000000000004,263.30000000000001
2014-04-06-14-50,4.5199999999999996,253.59999999999999
2014-04-06-15-00,4.5999999999999996,246.40000000000001
2014-04-06-15-10,5.1500000000000004,256.39999999999998
2014-04-06-15-20,4.9900000000000002,253.19999999999999
2014-04-06-15-30,5.0999999999999996,251.09999999999999
2014-04-06-15-40,4.4000000000000004,253.0
2014-04-06-15-49,4.0599999999999996,245.69999999999999
2014-04-06-15-59,3.8199999999999998,236.5
2014-04-06-16-10,3.6600000000000001,236.30000000000001
2014-04-06-16-20,3.71,237.69999999999999
2014-04-06-16-30,3.4700000000000002,224.30000000000001
2014-04-06-16-40,3.6699999999999999,228.59999999999999
2014-04-06-16-50,3.79,239.0
2014-04-06-17-00,4.0199999999999996,241.69999999999999
2014-04-06-17-10,4.0099999999999998,236.40000000000001
2014-04-06-17-19,4.1600000000000001,239.80000000000001
2014-04-06-17-29,4.5899999999999999,217.0
2014-04-06-17-40,4.3300000000000001,215.40000000000001
2014-04-06-17-50,4.29,215.30000000000001
2014-04-06-18-00,3.96,215.30000000000001
2014-04-06-18-10,2.8700000000000001,201.40000000000001
2014-04-06-18-20,4.0099999999999998,214.59999999999999
2014-04-06-18-30,4.1699999999999999,200.30000000000001
2014-04-06-18-40,4.5099999999999998,198.90000000000001
2014-04-06-18-49,4.7199999999999998,196.30000000000001
2014-04-06-18-59,4.4800000000000004,191.0
2014-04-06-19-10,3.96,181.5
2014-04-06-19-20,4.0,205.40000000000001
2014-04-06-19-30,3.9300000000000002,204.40000000000001
2014-04-06-19-40,3.54,190.19999999999999
2014-04-06-19-50,3.9399999999999999,195.69999999999999
2014-04-06-20-00,3.8500000000000001,202.0
2014-04-06-20-10,3.8900000000000001,197.30000000000001
2014-04-06-20-19,2.8799999999999999,193.90000000000001
2014-04-06-20-29,3.25,201.5
2014-04-06-20-40,2.8700000000000001,216.0
2014-04-06-20-50,3.6699999999999999,220.40000000000001
2014-04-06-21-00,2.9500000000000002,199.69999999999999
2014-04-06-21-10,2.79,188.19999999999999
2014-04-06-21-20,3.4100000000000001,205.40000000000001
2014-04-06-21-30,2.2999999999999998,200.09999999999999
2014-04-06-21-40,2.3500000000000001,186.69999999999999
2014-04-06-21-49,3.8399999999999999,169.59999999999999
2014-04-06-21-59,4.0899999999999999,168.0
2014-04-06-22-10,2.5899999999999999,168.19999999999999
2014-04-06-22-20,1.8,136.59999999999999
2014-04-06-22-30,2.1499999999999999,173.59999999999999
2014-04-06-22-40,1.6200000000000001,180.5
2014-04-06-22-50,1.27,163.80000000000001
2014-04-06-23-00,4.2400000000000002,149.59999999999999
2014-04-06-23-10,2.2200000000000002,166.40000000000001
2014-04-06-23-19,1.5700000000000001,176.69999999999999
2014-04-06-23-29,2.5,193.5
2014-04-06-23-40,2.8599999999999999,200.80000000000001
2014-04-06-23-50,2.4100000000000001,213.80000000000001
2014-04-07-00-00,2.3300000000000001,207.09999999999999
2014-04-07-00-10,2.1899999999999999,198.5
2014-04-07-00-20,1.8999999999999999,207.90000000000001
2014-04-07-00-30,2.54,222.80000000000001
2014-04-07-00-40,2.2200000000000002,240.09999999999999
2014-04-07-00-49,2.7999999999999998,234.0
2014-04-07-00-59,2.54,227.59999999999999
2014-04-07-01-10,2.3799999999999999,220.69999999999999
2014-04-07-01-20,2.2599999999999998,217.90000000000001
2014-04-07-01-30,2.1499999999999999,233.40000000000001
2014-04-07-01-40,2.7400000000000002,237.5
2014-04-07-01-50,2.8599999999999999,235.90000000000001
2014-04-07-02-00,2.3100000000000001,220.5
2014-04-07-02-10,2.2599999999999998,232.0
2014-04-07-02-19,1.4299999999999999,251.40000000000001
2014-04-07-02-29,2.0600000000000001,248.19999999999999
2014-04-07-02-40,1.5800000000000001,216.19999999999999
2014-04-07-02-50,1.73,192.19999999999999
2014-04-07-03-00,1.8300000000000001,219.30000000000001
2014-04-07-03-10,1.75,217.0
2014-04-07-03-20,2.7200000000000002,245.30000000000001
2014-04-07-03-30,2.3199999999999998,255.5
2014-04-07-03-40,2.1899999999999999,239.69999999999999
2014-04-07-03-49,2.6899999999999999,253.0
2014-04-07-03-59,2.6699999999999999,247.19999999999999
2014-04-07-04-10,1.77,240.09999999999999
2014-04-07-04-20,1.54,215.40000000000001
2014-04-07-04-30,2.1400000000000001,210.40000000000001
2014-04-07-04-40,1.78,220.5
2014-04-07-04-50,1.23,221.0
2014-04-07-05-00,1.9199999999999999,220.09999999999999
2014-04-07-05-10,1.99,223.90000000000001
2014-04-07-05-19,1.73,227.19999999999999
2014-04-07-05-29,1.6399999999999999,234.30000000000001
2014-04-07-05-40,1.8799999999999999,214.19999999999999
2014-04-07-05-50,0.81999999999999995,237.80000000000001
2014-04-07-06-00,2.0099999999999998,225.0
2014-04-07-06-10,2.25,219.5
2014-04-07-06-20,2.2599999999999998,229.59999999999999
2014-04-07-06-30,1.6599999999999999,230.0
2014-04-07-06-40,1.72,241.5
2014-04-07-06-49,2.8599999999999999,234.09999999999999
2014-04-07-06-59,3.5299999999999998,234.09999999999999
2014-04-07-07-10,3.4900000000000002,228.80000000000001
2014-04-07-07-20,3.3999999999999999,231.5
2014-04-07-07-30,2.6899999999999999,238.59999999999999
2014-04-07-07-40,2.25,235.80000000000001
2014-04-07-07-50,2.0899999999999999,240.5
2014-04-07-08-00,2.3399999999999999,243.59999999999999
2014-04-07-08-10,2.25,245.19999999999999
2014-04-07-08-19,2.25,242.69999999999999
2014-04-07-08-29,2.6699999999999999,239.59999999999999
2014-04-07-08-40,2.8199999999999998,238.69999999999999
2014-04-07-08-50,2.1899999999999999,244.90000000000001
2014-04-07-09-00,1.8300000000000001,246.40000000000001
2014-04-07-09-10,1.1599999999999999,238.40000000000001
2014-04-07-09-20,0.98999999999999999,237.59999999999999
2014-04-07-09-30,0.5,210.90000000000001
2014-04-07-09-40,1.05,209.09999999999999
2014-04-07-09-49,1.47,219.5
2014-04-07-09-59,1.52,220.30000000000001
2014-04-07-10-10,1.3300000000000001,224.80000000000001
2014-04-07-10-20,1.1299999999999999,206.30000000000001
2014-04-07-10-30,1.4299999999999999,187.69999999999999
2014-04-07-10-40,1.0700000000000001,179.40000000000001
2014-04-07-10-50,1.1100000000000001,165.80000000000001
2014-04-07-11-00,1.5700000000000001,168.5
2014-04-07-11-10,2.2400000000000002,181.30000000000001
2014-04-07-11-19,1.8100000000000001,178.0
2014-04-07-11-29,1.6000000000000001,181.90000000000001
2014-04-07-11-40,1.0600000000000001,178.30000000000001
2014-04-07-11-50,0.83999999999999997,166.90000000000001
2014-04-07-12-00,1.1100000000000001,139.0
2014-04-07-12-10,1.3,124.59999999999999
2014-04-07-12-20,1.1200000000000001,120.7
2014-04-07-12-30,1.04,114.2
2014-04-07-12-40,0.76000000000000001,120.8
2014-04-07-12-49,1.2,117.59999999999999
2014-04-07-12-59,1.3300000000000001,140.59999999999999
2014-04-07-13-10,2.1400000000000001,170.59999999999999
2014-04-07-13-20,2.1600000000000001,181.19999999999999
2014-04-07-13-30,1.8700000000000001,174.59999999999999
2014-04-07-13-40,2.2799999999999998,194.0
2014-04-07-13-50,1.55,202.0
2014-04-07-14-00,2.0,185.80000000000001
2014-04-07-14-10,2.0600000000000001,173.09999999999999
2014-04-07-14-19,0.95999999999999996,219.69999999999999
2014-04-07-14-29,0.46000000000000002,249.09999999999999
2014-04-07-14-40,0.19,253.19999999999999
2014-04-07-15-30,0.35999999999999999,357.63999999999999
2014-04-07-15-40,1.04,29.199999999999999
2014-04-07-15-49,1.3999999999999999,61.299999999999997
2014-04-07-15-59,1.3400000000000001,80.299999999999997
2014-04-07-16-10,1.96,95.099999999999994
2014-04-07-16-20,2.48,102.09999999999999
2014-04-07-16-30,2.8300000000000001,107.90000000000001
2014-04-07-16-40,3.29,106.09999999999999
2014-04-07-16-50,3.7200000000000002,111.59999999999999
2014-04-07-17-00,4.1399999999999997,116.40000000000001
2014-04-07-17-10,4.6100000000000003,123.09999999999999
2014-04-07-17-19,4.8399999999999999,128.5
2014-04-07-17-29,5.2699999999999996,142.80000000000001
2014-04-07-17-40,6.5700000000000003,144.40000000000001
2014-04-07-17-50,6.4699999999999998,149.80000000000001
2014-04-07-18-00,6.2400000000000002,149.30000000000001
2014-04-07-18-10,6.7400000000000002,155.5
2014-04-07-18-20,7.1299999999999999,155.90000000000001
2014-04-07-18-30,6.6699999999999999,154.80000000000001
2014-04-07-18-40,6.6500000000000004,157.40000000000001
2014-04-07-18-49,6.5599999999999996,158.30000000000001
2014-04-07-18-59,6.6699999999999999,159.40000000000001
2014-04-07-19-10,6.8600000000000003,162.09999999999999
2014-04-07-19-20,6.9800000000000004,161.0
2014-04-07-19-30,7.3200000000000003,163.90000000000001
2014-04-07-19-40,7.3700000000000001,169.09999999999999
2014-04-07-19-50,7.1600000000000001,169.40000000000001
2014-04-07-20-00,6.7199999999999998,168.80000000000001
2014-04-07-20-10,6.6799999999999997,165.0
2014-04-07-20-19,6.2300000000000004,163.59999999999999
2014-04-07-20-29,5.9400000000000004,157.09999999999999
2014-04-07-20-40,6.5,150.59999999999999
2014-04-07-20-50,6.3799999999999999,146.80000000000001
2014-04-07-21-00,6.2199999999999998,151.0
2014-04-07-21-10,5.4800000000000004,154.30000000000001
2014-04-07-21-20,5.5300000000000002,149.09999999999999
2014-04-07-21-30,5.54,147.90000000000001
2014-04-07-21-40,5.2800000000000002,158.30000000000001
2014-04-07-21-49,4.5,156.90000000000001
2014-04-07-21-59,4.0199999999999996,147.30000000000001
2014-04-07-22-10,4.3200000000000003,149.30000000000001
2014-04-07-22-20,3.77,149.80000000000001
2014-04-07-22-30,3.73,155.40000000000001
2014-04-07-22-40,3.2000000000000002,158.30000000000001
2014-04-07-22-50,3.3300000000000001,159.0
2014-04-07-23-00,4.3499999999999996,149.80000000000001
2014-04-07-23-10,4.04,145.69999999999999
2014-04-07-23-19,4.9000000000000004,143.59999999999999
2014-04-07-23-29,4.75,141.59999999999999
2014-04-07-23-40,4.8200000000000003,140.80000000000001
2014-04-07-23-50,5.2199999999999998,134.90000000000001
2014-04-08-00-00,4.4299999999999997,121.3
2014-04-08-00-10,4.3899999999999997,116.09999999999999
2014-04-08-00-20,4.8799999999999999,117.8
2014-04-08-00-30,5.1600000000000001,118.0
2014-04-08-00-40,5.04,123.7
2014-04-08-00-49,6.46,125.3
2014-04-08-00-59,6.4299999999999997,122.8
2014-04-08-01-10,6.9100000000000001,120.8
2014-04-08-01-20,6.5999999999999996,125.09999999999999
2014-04-08-01-30,6.5599999999999996,123.90000000000001
2014-04-08-01-40,6.5199999999999996,123.7
2014-04-08-01-50,6.5999999999999996,125.2
2014-04-08-02-00,5.71,127.0
2014-04-08-02-10,5.4800000000000004,126.59999999999999
2014-04-08-02-19,5.1200000000000001,127.59999999999999
2014-04-08-02-29,5.0899999999999999,129.59999999999999
2014-04-08-02-40,5.6200000000000001,121.0
2014-04-08-02-50,6.0899999999999999,124.90000000000001
2014-04-08-03-00,6.4299999999999997,123.0
2014-04-08-03-10,6.6799999999999997,121.0
2014-04-08-03-20,6.8799999999999999,121.2
2014-04-08-03-30,7.7199999999999998,120.2
2014-04-08-03-40,8.4399999999999995,120.40000000000001
2014-04-08-03-49,8.6400000000000006,121.2
2014-04-08-03-59,8.0199999999999996,115.2
2014-04-08-04-10,7.4900000000000002,118.09999999999999
2014-04-08-04-20,7.46,115.0
2014-04-08-04-30,7.1299999999999999,118.0
2014-04-08-04-40,7.4800000000000004,114.2
2014-04-08-04-50,7.7599999999999998,110.0
2014-04-08-05-00,7.1799999999999997,115.7
2014-04-08-05-10,7.4299999999999997,112.2
2014-04-08-05-19,6.0199999999999996,102.59999999999999
2014-04-08-05-29,5.8799999999999999,107.09999999999999
2014-04-08-05-40,6.7599999999999998,107.09999999999999
2014-04-08-05-50,8.3499999999999996,104.7
2014-04-08-06-00,8.2699999999999996,105.59999999999999
2014-04-08-06-10,8.2100000000000009,106.59999999999999
2014-04-08-06-20,8.7599999999999998,104.59999999999999
2014-04-08-06-30,8.5299999999999994,105.8
2014-04-08-06-40,9.3699999999999992,105.09999999999999
2014-04-08-06-49,9.1600000000000001,108.5
2014-04-08-06-59,9.3800000000000008,112.40000000000001
2014-04-08-07-10,10.470000000000001,115.90000000000001
2014-04-08-07-20,9.7799999999999994,117.40000000000001
2014-04-08-07-30,9.6099999999999994,125.0
2014-04-08-07-40,9.1500000000000004,127.5
2014-04-08-07-50,9.3900000000000006,126.0
2014-04-08-08-00,10.18,122.90000000000001
2014-04-08-08-10,11.18,122.7
2014-04-08-08-19,10.880000000000001,125.59999999999999
2014-04-08-08-29,10.94,124.90000000000001
2014-04-08-08-40,11.109999999999999,128.19999999999999
2014-04-08-08-50,11.42,137.0
2014-04-08-09-00,10.74,139.59999999999999
2014-04-08-09-10,10.539999999999999,141.80000000000001
2014-04-08-09-20,9.6899999999999995,147.90000000000001
2014-04-08-09-30,8.5,145.80000000000001
2014-04-08-09-40,9.1500000000000004,144.59999999999999
2014-04-08-09-49,9.6899999999999995,146.09999999999999
2014-04-08-09-59,9.25,149.19999999999999
2014-04-08-10-10,9.1600000000000001,148.0
2014-04-08-10-20,8.5,150.80000000000001
2014-04-08-10-30,8.4800000000000004,150.69999999999999
2014-04-08-10-40,8.6999999999999993,152.5
2014-04-08-10-50,8.5199999999999996,146.69999999999999
2014-04-08-11-00,9.0299999999999994,164.0
2014-04-08-11-10,7.8099999999999996,170.80000000000001
2014-04-08-11-19,7.6500000000000004,172.90000000000001
2014-04-08-11-29,6.5599999999999996,180.30000000000001
2014-04-08-11-40,6.2999999999999998,181.30000000000001
2014-04-08-11-50,5.7699999999999996,174.40000000000001
2014-04-08-12-00,6.25,180.19999999999999
2014-04-08-12-10,5.9900000000000002,189.09999999999999
2014-04-08-12-20,6.1399999999999997,177.90000000000001
2014-04-08-12-30,6.5899999999999999,166.59999999999999
2014-04-08-12-40,5.54,174.59999999999999
2014-04-08-12-49,4.3200000000000003,185.69999999999999
2014-04-08-12-59,4.5099999999999998,187.09999999999999
2014-04-08-13-10,4.4900000000000002,174.0
2014-04-08-13-20,2.0899999999999999,167.09999999999999
2014-04-08-13-30,3.7999999999999998,167.5
2014-04-08-13-40,3.7000000000000002,152.5
2014-04-08-13-50,3.9700000000000002,163.5
2014-04-08-14-00,4.7199999999999998,156.0
2014-04-08-14-10,5.3499999999999996,151.90000000000001
2014-04-08-14-19,5.21,156.0
2014-04-08-14-29,5.3799999999999999,158.69999999999999
2014-04-08-14-40,5.1100000000000003,157.80000000000001
2014-04-08-14-50,4.9500000000000002,164.59999999999999
2014-04-08-15-00,4.6299999999999999,167.69999999999999
2014-04-08-15-10,3.96,168.59999999999999
2014-04-08-15-20,4.0899999999999999,176.0
2014-04-08-15-30,4.2199999999999998,173.5
2014-04-08-15-40,3.7200000000000002,175.90000000000001
2014-04-08-15-49,3.1200000000000001,181.0
2014-04-08-15-59,3.6200000000000001,179.19999999999999
2014-04-08-16-10,3.3500000000000001,183.0
2014-04-08-16-20,2.98,195.19999999999999
2014-04-08-16-30,2.6800000000000002,200.59999999999999
